sequence	frame																
	label																
	tags																
21	0	1.090664029121399	1.0611968040466309	1.0084995031356812	1.1547822952270508	1.0913705825805664	1.0626839399337769	1.009293794631958	1.0950024127960205	1.0727893114089966	0.9900664687156677	1.1200335025787354	0.9865331053733826	1.090514063835144	1.0538889169692993	1.060706377029419	1.0748308897018433
22	0	1.1087963581085205	1.0906509160995483	0.9712314009666443	1.0756969451904297	1.1646099090576172	1.0440267324447632	1.0545662641525269	1.0635015964508057	1.0913535356521606	1.0910017490386963	1.3293789625167847	1.0956900119781494	1.0154938697814941	1.0742884874343872	0.9714829921722412	1.07163405418396
23	0	1.1154398918151855	1.052336573600769	1.0345866680145264	1.1437289714813232	1.1171358823776245	1.0559483766555786	0.9957688450813293	1.1047903299331665	1.1204060316085815	1.053268313407898	1.1360986232757568	1.0268642902374268	1.0834325551986694	1.096911907196045	1.1174565553665161	1.0684019327163696
24	0	1.0155876874923706	1.0500298738479614	0.9743500351905823	1.06252920627594	1.0648109912872314	1.0699862241744995	1.093940019607544	1.0140087604522705	1.0474817752838135	1.1138464212417603	1.1168116331100464	1.1460872888565063	1.0293488502502441	1.09217369556427	0.9769461750984192	1.0222132205963135
25	0	1.0762501955032349	1.014007568359375	0.9704012870788574	1.1564282178878784	1.060546636581421	1.0095117092132568	0.9724569320678711	1.0750006437301636	1.0521361827850342	1.0229912996292114	1.0360159873962402	1.040510892868042	1.0775569677352905	1.033041000366211	1.0745700597763062	1.0427929162979126
26	0	1.008837103843689	1.0702788829803467	0.9865986704826355	1.0874911546707153	1.038515567779541	1.064819097518921	1.0419259071350098	1.0045794248580933	1.0860100984573364	1.0230214595794678	1.1123957633972168	1.0657495260238647	1.0186153650283813	1.0807701349258423	0.9493042230606079	1.0184462070465088
27	0	1.127506971359253	1.0691198110580444	1.040112018585205	1.1705325841903687	1.0989075899124146	1.0388909578323364	1.0274696350097656	1.109303593635559	1.0785874128341675	1.035461187362671	1.059059500694275	1.1375147104263306	1.1116822957992554	1.0640019178390503	0.9963008165359497	1.1918226480484009
28	0	1.080268144607544	1.1225274801254272	1.0626592636108398	1.1058721542358398	1.0976892709732056	1.1170657873153687	1.013732671737671	1.1040228605270386	1.0978498458862305	1.080773115158081	1.1151787042617798	1.0069446563720703	1.096981406211853	1.0432981252670288	1.023566722869873	1.1512571573257446
29	0	1.049643635749817	1.0558515787124634	0.9823417067527771	1.0885754823684692	1.0674564838409424	1.0404763221740723	1.0361709594726562	1.042026400566101	1.043626308441162	1.057604193687439	1.1229889392852783	1.0250134468078613	1.0095192193984985	1.0513148307800293	0.9435071349143982	1.0166922807693481
30	0	1.077781319618225	1.0660055875778198	1.0226930379867554	1.1238828897476196	1.1157901287078857	1.058567762374878	0.9945005178451538	1.1119928359985352	1.058234691619873	1.0301176309585571	1.1341350078582764	1.0943695306777954	1.0986448526382446	1.0394388437271118	1.0327328443527222	1.2150987386703491
31	0	1.0362638235092163	1.1134427785873413	1.001045823097229	1.144514799118042	1.0967401266098022	1.1032742261886597	1.0539110898971558	1.0633424520492554	1.066941499710083	1.0599626302719116	1.0955947637557983	1.1051411628723145	1.0585575103759766	1.0895992517471313	1.0075088739395142	1.1313998699188232
32	0	1.084908366203308	1.0707852840423584	0.9885791540145874	1.1301348209381104	1.112824559211731	1.074475646018982	1.0416182279586792	1.0894808769226074	1.0831602811813354	1.037419319152832	1.1277179718017578	1.0928128957748413	1.0782805681228638	1.0774931907653809	0.9870731234550476	1.0977230072021484
33	0	1.0382434129714966	1.0122572183609009	0.9774203896522522	1.4155492782592773	1.091894268989563	1.038705825805664	0.9678865671157837	1.0829617977142334	1.037542462348938	1.0137463808059692	1.022688627243042	1.05695378780365	1.0785232782363892	1.0500600337982178	1.0719211101531982	0.9963456392288208
34	0	1.0275460481643677	1.1047866344451904	1.0438534021377563	1.1034207344055176	1.1061769723892212	1.0786383152008057	1.0636709928512573	1.06404447555542	1.0912137031555176	1.1314404010772705	1.1283098459243774	1.2037785053253174	1.0553842782974243	1.3389649391174316	0.9687293767929077	1.075706124305725
35	0	1.130831241607666	1.0353853702545166	0.9584329724311829	1.1539641618728638	1.215080738067627	1.0665605068206787	1.0215526819229126	1.0846059322357178	1.1156885623931885	1.0868977308273315	1.0963886976242065	1.0748155117034912	1.1037566661834717	1.2459551095962524	0.9992425441741943	1.0653672218322754
36	0	1.0624470710754395	1.0596688985824585	1.0004448890686035	1.135110855102539	1.1007466316223145	1.083940029144287	0.9913205504417419	1.0767155885696411	1.0933650732040405	1.0402923822402954	1.0488471984863281	1.0618003606796265	1.0560659170150757	1.093963384628296	1.115439534187317	1.0501083135604858
37	0	1.0324724912643433	1.0111467838287354	0.9493756890296936	1.0622719526290894	1.0328294038772583	1.0397045612335205	1.0122897624969482	0.9588879942893982	1.005473017692566	0.9827253818511963	1.0606920719146729	0.9754422903060913	1.0256967544555664	1.0185047388076782	0.9170644879341125	1.0551260709762573
38	0	1.1012396812438965	0.9959254860877991	0.9517654180526733	1.1107243299484253	1.0580768585205078	1.0295604467391968	0.9682044982910156	1.0545732975006104	1.0314918756484985	1.00188148021698	1.030298113822937	0.9885947108268738	1.0359381437301636	1.0208344459533691	1.1293214559555054	1.0671745538711548
39	0	1.0254641771316528	1.094201922416687	0.9722417593002319	1.065675139427185	1.0357173681259155	1.0352293252944946	1.0325613021850586	1.0177583694458008	1.007133960723877	0.9799943566322327	1.0433076620101929	0.9987128973007202	1.0007835626602173	1.0040900707244873	1.002054214477539	1.0100542306900024
40	0	1.0637880563735962	0.9935722947120667	0.9395094513893127	1.154941201210022	1.0628726482391357	0.9963164329528809	0.9676262140274048	1.04082453250885	1.0079460144042969	1.0086743831634521	1.082173228263855	1.0249909162521362	1.0704965591430664	1.0090768337249756	1.078856348991394	1.040941834449768
41	0	1.047320008277893	1.0314668416976929	0.9464475512504578	1.093235969543457	1.0136702060699463	1.0449122190475464	1.0337847471237183	1.0018582344055176	0.97785484790802	1.0452748537063599	1.049744725227356	1.0606272220611572	1.0240398645401	1.0512768030166626	0.9813780188560486	0.9803903698921204
42	0	1.0586909055709839	0.9941616654396057	0.935924768447876	1.0430262088775635	1.0472283363342285	1.0175031423568726	0.9844588041305542	1.0140272378921509	1.0095032453536987	1.0108599662780762	1.0490589141845703	0.9639798402786255	1.001123309135437	1.0420281887054443	0.9675454497337341	1.010226845741272
43	0	1.0284706354141235	1.0798331499099731	0.9675297737121582	1.069812536239624	1.0210777521133423	1.0258663892745972	0.9712184071540833	1.0559759140014648	1.0440163612365723	1.0395143032073975	1.0827292203903198	1.0375330448150635	1.0251644849777222	1.0244868993759155	1.0344778299331665	1.050458550453186
44	0	0.9947649240493774	1.6054846048355103	1.340468168258667	1.0329498052597046	1.058513879776001	1.0566649436950684	1.020780086517334	1.0035234689712524	1.007964849472046	1.0270394086837769	1.028881311416626	1.1660069227218628	1.0586997270584106	1.0576990842819214	1.1000146865844727	1.0578737258911133
45	0	1.0881812572479248	1.5864259004592896	1.8174234628677368	1.1635156869888306	1.089781403541565	1.0676357746124268	0.9841837882995605	1.021846890449524	1.0271152257919312	1.0251471996307373	1.0916651487350464	1.0367026329040527	1.1070502996444702	1.0806387662887573	1.1747217178344727	1.0565299987792969
46	0	1.0845903158187866	1.3983737230300903	1.4554373025894165	1.0724847316741943	1.1270142793655396	1.1030683517456055	1.037095308303833	1.0408875942230225	1.0289249420166016	1.0347152948379517	1.247958779335022	1.0956734418869019	1.0540183782577515	1.0559533834457397	1.0455107688903809	1.0849941968917847
47	0	1.056396484375	1.1369878053665161	1.4096308946609497	1.1284347772598267	1.08930242061615	1.082943081855774	1.0032017230987549	1.009448528289795	1.0173567533493042	1.0441371202468872	1.0907478332519531	1.0766829252243042	1.030959963798523	1.1036123037338257	0.9730113744735718	1.0334398746490479
48	0	1.0736331939697266	1.0586016178131104	1.1449005603790283	1.0751372575759888	1.0592783689498901	1.0205273628234863	0.9033752083778381	1.0128943920135498	1.0080268383026123	0.9950920939445496	1.050917625427246	0.9995607733726501	1.016097903251648	0.9824747443199158	1.0661169290542603	1.031872272491455
49	0	1.0137426853179932	1.025525689125061	1.0007386207580566	1.098633885383606	1.0326184034347534	1.0677223205566406	1.0363714694976807	0.9787560105323792	0.9686715006828308	0.9808667302131653	1.0807476043701172	1.0061687231063843	0.9893192648887634	0.990612268447876	0.9414148330688477	0.9723878502845764
50	0	1.0453377962112427	0.9995517134666443	0.9522414803504944	1.1098016500473022	1.0479851961135864	1.0264922380447388	0.9629969000816345	1.0263917446136475	0.9956538677215576	1.0210464000701904	1.065722107887268	1.0604805946350098	1.0012611150741577	0.9972848892211914	1.055313229560852	1.047820806503296
51	0	0.9970041513442993	1.0233646631240845	0.9592417478561401	1.0651215314865112	1.0036505460739136	1.035292148590088	0.993120551109314	0.9578850865364075	0.9643371105194092	1.033509612083435	1.0305545330047607	0.9884673357009888	0.924884557723999	0.9708684086799622	0.9839305281639099	0.9898511171340942
52	0	1.0495036840438843	1.0635358095169067	1.0910190343856812	1.0768308639526367	1.024765133857727	1.0240923166275024	0.9754047393798828	1.0441327095031738	1.0572577714920044	1.0032902956008911	1.0030088424682617	1.105852723121643	0.9985931515693665	1.0070124864578247	1.018645167350769	1.0908490419387817
53	0	1.0457618236541748	1.2941617965698242	1.3983194828033447	1.2948428392410278	1.1213693618774414	1.1523381471633911	1.0170388221740723	1.0190166234970093	1.0553418397903442	1.0627882480621338	1.049458384513855	1.0739449262619019	1.0298041105270386	1.1739628314971924	1.043526530265808	1.0702993869781494
54	0	1.0363929271697998	1.0367650985717773	1.1074092388153076	1.1617180109024048	1.044796347618103	1.0344501733779907	0.991105318069458	0.9714356064796448	1.0278496742248535	0.9721089601516724	1.0487512350082397	1.0552425384521484	1.0001336336135864	1.0337409973144531	0.9706524014472961	1.0303412675857544
55	0	1.0320831537246704	1.0162533521652222	1.1093257665634155	1.111596941947937	1.0537999868392944	1.0444215536117554	0.976418673992157	1.0239505767822266	1.0264086723327637	1.009421944618225	1.061719298362732	1.0048922300338745	1.0601974725723267	1.0424187183380127	1.0217170715332031	0.9849662184715271
56	0	1.080556869506836	1.0027717351913452	0.9960069060325623	1.0531480312347412	1.002625823020935	1.0456949472427368	0.988862156867981	0.978365957736969	1.0249046087265015	0.9719691276550293	1.0806357860565186	1.058683156967163	0.9678723812103271	1.002414584159851	0.9940268397331238	0.9916414618492126
57	0	1.015297770500183	0.9483017921447754	0.9132673740386963	1.0378739833831787	0.978043258190155	0.9701203107833862	0.917880654335022	1.0149877071380615	0.975226640701294	1.0442006587982178	0.9856308698654175	1.04586660861969	1.022284984588623	0.9338023662567139	0.9904959797859192	0.9885963201522827
58	0	1.0111281871795654	1.0017379522323608	0.962077796459198	0.9923979640007019	1.0171170234680176	1.0472882986068726	0.9668147563934326	0.9889432787895203	0.9915532469749451	1.0200048685073853	1.0036191940307617	1.0036512613296509	0.8710458874702454	0.976166307926178	0.9533145427703857	0.9936599135398865
59	0	1.0180665254592896	0.9602604508399963	0.9164190888404846	1.0247212648391724	0.9962900280952454	0.9871178269386292	0.9644415974617004	0.9741138815879822	0.9771978855133057	1.0320042371749878	1.0201945304870605	1.0195339918136597	1.0498472452163696	0.9434729814529419	0.9538588523864746	0.9290881752967834
60	0	1.008884310722351	0.9868270754814148	0.9171144962310791	1.0248920917510986	0.9778627157211304	1.0041860342025757	0.9557952284812927	0.987255334854126	0.9887213706970215	0.9211852550506592	0.991661787033081	0.9729898571968079	1.033258080482483	0.9366448521614075	0.9710206389427185	1.0149562358856201
61	0	1.0330784320831299	0.964398980140686	0.9366278648376465	1.0194307565689087	0.9941480159759521	0.9844182729721069	0.9699903726577759	0.9642145037651062	0.9533550143241882	0.9902306199073792	1.0497121810913086	1.0103651285171509	1.054527997970581	0.9082830548286438	0.9523329734802246	0.9453014135360718
62	0	0.9985528588294983	1.0013129711151123	0.9181725382804871	1.0226079225540161	0.9729872941970825	0.9310599565505981	1.0130178928375244	0.9723902940750122	0.9737489223480225	1.0318892002105713	1.0087802410125732	0.9996920824050903	1.039762258529663	0.9015417695045471	0.9819886088371277	0.9839550256729126
63	0	1.0715973377227783	0.9703179597854614	0.9521195888519287	1.0120471715927124	0.9755634069442749	0.9872982501983643	1.034501552581787	0.9740568399429321	0.9423721432685852	0.9769536256790161	1.0351519584655762	1.0225938558578491	1.0173473358154297	0.9520706534385681	0.9840216636657715	0.9450477361679077
64	0	0.9148215055465698	0.9812608957290649	0.9263262152671814	1.0292985439300537	0.9711773991584778	0.960750937461853	0.9937540292739868	0.987377405166626	0.9518917202949524	0.9566723704338074	0.9905089139938354	0.9596077799797058	1.057602882385254	0.8947225213050842	0.9450520873069763	0.9281483292579651
65	0	0.9586765766143799	0.9296848773956299	0.9024880528450012	0.9935709238052368	0.9665439128875732	0.9789778590202332	0.9791017770767212	0.927126944065094	0.9264239072799683	0.9633734822273254	1.0070041418075562	0.9222732782363892	0.984959065914154	0.9126912951469421	0.9293657541275024	0.9088693857192993
66	0	0.9259505271911621	0.9594873785972595	0.9214589595794678	0.9514951705932617	0.9713379144668579	0.9667947888374329	0.9635223150253296	0.973133385181427	0.9695030450820923	0.975960910320282	0.9785521626472473	0.9389784336090088	0.933263897895813	0.9038917422294617	1.0031181573867798	0.9773324131965637
67	0	0.9826489686965942	0.9812217354774475	0.9380002617835999	0.9379753470420837	0.9545307755470276	0.9761609435081482	0.997414767742157	0.9538336992263794	0.9413006901741028	0.88333660364151	0.9771901965141296	1.0599950551986694	0.9839659929275513	0.9090031981468201	0.8932096362113953	0.9548889994621277
68	0	0.9866331815719604	0.9587329030036926	0.9246456623077393	1.0005474090576172	0.9592613577842712	0.9836902022361755	0.9866592288017273	0.9700548648834229	0.9565675854682922	1.0128200054168701	0.9486340284347534	0.9706032276153564	0.9530806541442871	0.9592020511627197	0.9668846726417542	0.9740857481956482
69	0	0.9858092069625854	0.9324311017990112	0.9170631170272827	0.9808173179626465	0.9392024874687195	0.9765035510063171	0.9746253490447998	0.9434133768081665	0.917504608631134	0.9605795741081238	1.0064111948013306	0.9353499412536621	0.9289120435714722	0.967956006526947	0.9356207847595215	0.9693506956100464
70	0	0.957213819026947	0.9772000908851624	0.9179528951644897	0.9910268783569336	0.9408674240112305	1.0245933532714844	0.9802411794662476	0.9559775590896606	0.9127587676048279	0.9780796766281128	0.9951518774032593	0.9826939105987549	0.9802607297897339	0.9255571961402893	0.98262619972229	0.9667225480079651
71	0	1.0047115087509155	0.9481761455535889	0.9105474352836609	0.9625291228294373	0.9687899351119995	0.9661115407943726	0.9759684801101685	0.9641687273979187	0.9650645852088928	0.9887016415596008	0.9836903214454651	0.9718005657196045	0.9545150399208069	0.9480525255203247	0.9832414984703064	1.061174750328064
72	0	1.0092014074325562	1.29050612449646	0.9515880942344666	0.9726084470748901	1.0060917139053345	1.0302150249481201	1.0404834747314453	0.9860636591911316	0.9854487180709839	0.9904270768165588	1.1428442001342773	0.9882947206497192	0.9836723208427429	0.9816076755523682	1.0073460340499878	0.9928117990493774
73	0	1.022418737411499	1.0688401460647583	0.9759935140609741	1.0087597370147705	0.9993405938148499	0.9967619776725769	1.0284379720687866	0.989108681678772	1.0164698362350464	1.0179535150527954	1.0345097780227661	1.2056893110275269	0.980151355266571	0.9713802337646484	0.9703574180603027	1.137325644493103
74	0	0.974614679813385	1.0069330930709839	0.9578123688697815	1.023115634918213	1.0082550048828125	1.0227285623550415	0.958174467086792	0.9836280345916748	0.9834929704666138	0.8992149233818054	1.000177264213562	1.015566110610962	1.0205914974212646	1.242195963859558	1.0856672525405884	1.093650460243225
75	0	0.949489951133728	0.9269651174545288	0.8990612030029297	0.969399094581604	0.9386372566223145	0.9730247855186462	0.9848509430885315	0.9352812170982361	0.9055051803588867	0.9650712609291077	0.9702528119087219	0.9502036571502686	0.9285562038421631	0.9508096575737	0.9583251476287842	0.9848067760467529
76	0	0.9354846477508545	0.9281739592552185	0.9050072431564331	0.9488686323165894	0.9438803195953369	0.9791838526725769	0.9520696997642517	0.933455765247345	0.9190286993980408	0.9249105453491211	0.9142053127288818	0.8441967964172363	0.9356081485748291	0.9150710701942444	0.9771161079406738	0.9315505623817444
77	0	0.9572039246559143	0.9083038568496704	0.8813143372535706	0.9341506361961365	0.9193435311317444	0.9584802985191345	0.9723266363143921	0.9172877669334412	0.886606752872467	0.9387102127075195	0.9780527353286743	0.9201101064682007	0.9214708805084229	0.9178828001022339	0.945283830165863	0.9434877038002014
78	0	0.9516348838806152	0.9333705306053162	0.902219831943512	0.9879790544509888	0.9238025546073914	0.9527280330657959	0.9647254943847656	0.9429512619972229	0.9614381790161133	0.9456415176391602	0.9565689563751221	1.0050458908081055	0.960347056388855	0.891277551651001	1.0384962558746338	0.9916896224021912
79	0	0.9877873063087463	0.9484735131263733	0.9257546067237854	0.8996713757514954	0.9514580965042114	0.9837048649787903	1.0247540473937988	0.9345754384994507	0.94884192943573	0.9574698805809021	1.006919503211975	0.9395480155944824	0.9021860361099243	0.9550652503967285	0.9795136451721191	0.9870993494987488
80	0	0.9925670027732849	0.9497352242469788	0.9403672814369202	0.9739367365837097	0.9494967460632324	0.9635317921638489	0.9423916339874268	0.9684128761291504	0.9714512825012207	0.9464755058288574	0.9532195925712585	0.9799476265907288	0.9463261961936951	0.9237462878227234	1.061245322227478	0.989108681678772
81	0	0.9464618563652039	0.9952517151832581	0.9384552836418152	0.9313340783119202	0.951842188835144	1.000503659248352	1.0327820777893066	0.9697073101997375	0.9984610080718994	1.0046323537826538	0.930519163608551	0.9666367769241333	0.9471510648727417	0.9127411842346191	1.0067839622497559	0.9555927515029907
82	0	0.99103182554245	0.8941400647163391	0.9148270487785339	1.0184037685394287	0.9909685254096985	0.9554600119590759	0.9484816789627075	0.9823203086853027	0.9417127966880798	0.9638499021530151	0.9716927409172058	0.9444148540496826	0.9679812788963318	0.9064977169036865	1.065627932548523	0.978043258190155
83	0	0.9161654710769653	0.9598326683044434	0.9282544851303101	0.9295088648796082	0.9067955017089844	0.9808956384658813	1.0228385925292969	0.9314044117927551	0.9541754722595215	0.9883366227149963	0.9427934288978577	0.9111376404762268	0.9412266612052917	0.8962247967720032	0.9690800905227661	0.9377343058586121
84	0	0.9763069748878479	0.8961657285690308	0.8961843848228455	0.9489989876747131	0.9138221740722656	0.9393962025642395	0.9324420094490051	0.9575938582420349	0.945878267288208	0.9416788220405579	0.9634653925895691	0.9280683398246765	0.9412086606025696	0.8961877226829529	1.0016911029815674	0.9609904289245605
85	0	0.9090165495872498	0.9668758511543274	0.9232744574546814	0.9238247871398926	0.9019157290458679	0.98630291223526	0.9830639362335205	0.950774610042572	0.9369913935661316	1.0095471143722534	0.8993901014328003	0.9147076606750488	0.9437466263771057	0.912830114364624	0.9555490612983704	0.9239920377731323
86	0	0.9800025820732117	0.8945413827896118	0.8855253458023071	0.9597206711769104	0.9386875629425049	0.9444684982299805	0.9492956399917603	0.9570782780647278	0.9189331531524658	0.9508026242256165	0.9576536417007446	0.8959669470787048	0.9112639427185059	0.9134116172790527	0.9731004238128662	0.9524539113044739
87	0	0.9578471183776855	0.969454288482666	0.9602394700050354	0.8799481391906738	0.9005459547042847	0.9844338893890381	1.008737325668335	0.976418673992157	0.9639137387275696	0.9915862679481506	0.9020840525627136	0.948692798614502	0.9460795521736145	0.9471361637115479	0.9430360794067383	0.9461528658866882
88	0	1.088091492652893	0.9549886584281921	1.1459636688232422	0.9336919784545898	1.0103497505187988	0.9774491190910339	1.006822109222412	0.9982616901397705	0.9403068423271179	0.9615541100502014	1.1899819374084473	1.1130223274230957	0.9952582716941833	0.9299415946006775	0.969640851020813	0.9933618307113647
89	0	1.0356961488723755	0.9863559603691101	1.0578055381774902	0.9139810800552368	0.9542274475097656	1.016587257385254	1.0041402578353882	0.9936292171478271	0.9878579378128052	0.9788740277290344	0.9503487944602966	1.0356898307800293	1.0128746032714844	0.9861009120941162	1.0015020370483398	1.0287988185882568
90	0	1.0283417701721191	1.0169016122817993	1.0008571147918701	0.9166858196258545	0.9760064482688904	1.001692295074463	1.0167196989059448	1.022489309310913	1.0141270160675049	0.9527254700660706	0.9491824507713318	1.1905324459075928	0.9768748879432678	1.0075180530548096	0.9757461547851562	0.9875448942184448
91	0	1.004198431968689	0.9211130142211914	0.9590160250663757	0.9315122961997986	0.9589352011680603	0.9698733687400818	0.9451067447662354	1.0478053092956543	0.9799662232398987	0.9535975456237793	0.9281774759292603	1.0002745389938354	1.0137813091278076	0.9714090824127197	1.086538553237915	0.9447598457336426
92	0	0.9219500422477722	0.9384557008743286	0.920577347278595	0.8692894577980042	0.8888464570045471	0.9613751173019409	0.9868144989013672	0.9476327896118164	0.9310527443885803	0.9678230881690979	0.8739099502563477	0.9476712942123413	0.9391071200370789	0.8926958441734314	0.9265501499176025	0.8851528763771057
93	0	0.9686279892921448	0.8661136627197266	0.8929113149642944	0.9046284556388855	0.9124366641044617	0.9436442255973816	0.9012293219566345	0.9525619149208069	0.8921105861663818	0.9147502183914185	0.8939505219459534	0.9345895648002625	0.9816445112228394	0.8661425113677979	1.05502188205719	0.9244788289070129
94	0	0.9080538153648376	0.9391839504241943	0.9175506830215454	0.8366967439651489	0.8671913743019104	0.9438770413398743	0.9875357151031494	0.9270588159561157	0.9077354073524475	0.9556095004081726	0.8329039216041565	0.8500564694404602	0.9531580209732056	0.8916398882865906	0.9109368920326233	0.8919841647148132
95	0	0.931556224822998	0.8902819752693176	0.900053083896637	0.8453393578529358	0.9037784337997437	0.919085681438446	0.946260929107666	0.9260250329971313	0.9338597655296326	0.9345796704292297	0.8590856790542603	0.9447920918464661	0.8686315417289734	0.8684757351875305	1.0072391033172607	0.933546781539917
